example_id                                                  | status | run_time        |
./spec/flowline/executor/parallel_spec.rb[1:1:10:1]         | passed | 0.00081 seconds |
./spec/flowline/executor/parallel_spec.rb[1:1:11:1]         | passed | 0.00036 seconds |
./spec/flowline/executor/parallel_spec.rb[1:1:11:2]         | passed | 0.0509 seconds  |
./spec/flowline/executor/sequential_extended_spec.rb[1:1:1] | passed | 0.02077 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:1:2] | passed | 0.00075 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:2:1] | passed | 0.00028 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:2:2] | passed | 0.00028 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:2:3] | passed | 0.00042 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:2:4] | passed | 0.00045 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:3:1] | passed | 0.00064 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:3:2] | passed | 0.00068 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:3:3] | passed | 0.00093 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:4:1] | passed | 0.02063 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:4:2] | passed | 0.01055 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:4:3] | passed | 0.03094 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:5:1] | passed | 0.00012 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:5:2] | passed | 0.00017 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:6:1] | passed | 0.00008 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:6:2] | passed | 0.00008 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:6:3] | passed | 0.00008 seconds |
./spec/flowline/executor/sequential_extended_spec.rb[1:6:4] | passed | 0.00008 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:1]          | passed | 0.00027 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:2]          | passed | 0.00022 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:3]          | passed | 0.00024 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:4]          | passed | 0.00018 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:5]          | passed | 0.00015 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:6]          | passed | 0.00052 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:7]          | passed | 0.01063 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:8]          | passed | 0.00016 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:9]          | passed | 0.00025 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:10:1]       | passed | 0.00023 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:11:1]       | passed | 0.00031 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:11:2]       | passed | 0.00109 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:11:3]       | passed | 0.00027 seconds |
./spec/flowline/executor/sequential_spec.rb[1:1:11:4]       | passed | 0.00045 seconds |
./spec/flowline/executor/sequential_spec.rb[2:1:1]          | passed | 0.00011 seconds |
./spec/flowline/pipeline_spec.rb[1:1:1]                     | passed | 0.0001 seconds  |
./spec/flowline/pipeline_spec.rb[1:1:2]                     | passed | 0.00011 seconds |
./spec/flowline/pipeline_spec.rb[1:2:1]                     | passed | 0.0001 seconds  |
./spec/flowline/pipeline_spec.rb[1:2:2]                     | passed | 0.00008 seconds |
./spec/flowline/pipeline_spec.rb[1:2:3]                     | passed | 0.00009 seconds |
./spec/flowline/pipeline_spec.rb[1:2:4]                     | passed | 0.0001 seconds  |
./spec/flowline/pipeline_spec.rb[1:3:1]                     | passed | 0.0002 seconds  |
./spec/flowline/pipeline_spec.rb[1:3:2]                     | passed | 0.00019 seconds |
./spec/flowline/pipeline_spec.rb[1:3:3]                     | passed | 0.00018 seconds |
./spec/flowline/pipeline_spec.rb[1:3:4]                     | passed | 0.00017 seconds |
./spec/flowline/pipeline_spec.rb[1:4:1]                     | passed | 0.00014 seconds |
./spec/flowline/pipeline_spec.rb[1:4:2]                     | passed | 0.00023 seconds |
./spec/flowline/pipeline_spec.rb[1:4:3]                     | passed | 0.00013 seconds |
./spec/flowline/pipeline_spec.rb[1:5:1]                     | passed | 0.00023 seconds |
./spec/flowline/pipeline_spec.rb[1:6:1]                     | passed | 0.00014 seconds |
./spec/flowline/pipeline_spec.rb[1:7:1]                     | passed | 0.0001 seconds  |
./spec/flowline/pipeline_spec.rb[1:8:1]                     | passed | 0.00009 seconds |
./spec/flowline/pipeline_spec.rb[1:8:2]                     | passed | 0.00011 seconds |
./spec/flowline/pipeline_spec.rb[1:9:1]                     | passed | 0.00011 seconds |
./spec/flowline/pipeline_spec.rb[2:1:1]                     | passed | 0.00267 seconds |
./spec/flowline/result_extended_spec.rb[1:1:1]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[1:1:2]              | passed | 0.00002 seconds |
./spec/flowline/result_extended_spec.rb[1:1:3]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[1:1:4]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[1:1:5]              | passed | 0.00006 seconds |
./spec/flowline/result_extended_spec.rb[1:2:1]              | passed | 0.00008 seconds |
./spec/flowline/result_extended_spec.rb[1:2:2]              | passed | 0.00074 seconds |
./spec/flowline/result_extended_spec.rb[1:3:1]              | passed | 0.00099 seconds |
./spec/flowline/result_extended_spec.rb[1:3:2]              | passed | 0.00007 seconds |
./spec/flowline/result_extended_spec.rb[2:1:1]              | passed | 0.00005 seconds |
./spec/flowline/result_extended_spec.rb[2:1:2]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:1:3]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[2:1:4]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:2:1]              | passed | 0.00097 seconds |
./spec/flowline/result_extended_spec.rb[2:2:2]              | passed | 0.00007 seconds |
./spec/flowline/result_extended_spec.rb[2:2:3]              | passed | 0.00006 seconds |
./spec/flowline/result_extended_spec.rb[2:3:1]              | passed | 0.00006 seconds |
./spec/flowline/result_extended_spec.rb[2:3:2]              | passed | 0.00052 seconds |
./spec/flowline/result_extended_spec.rb[2:3:3]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:3:4]              | passed | 0.00006 seconds |
./spec/flowline/result_extended_spec.rb[2:4:1]              | passed | 0.00005 seconds |
./spec/flowline/result_extended_spec.rb[2:4:2]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[2:4:3]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:5:1]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:5:2]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[2:5:3]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:6:1]              | passed | 0.00006 seconds |
./spec/flowline/result_extended_spec.rb[2:6:2]              | passed | 0.00007 seconds |
./spec/flowline/result_extended_spec.rb[2:6:3]              | passed | 0.00003 seconds |
./spec/flowline/result_extended_spec.rb[2:7:1]              | passed | 0.00005 seconds |
./spec/flowline/result_extended_spec.rb[2:7:2]              | passed | 0.00004 seconds |
./spec/flowline/result_extended_spec.rb[2:7:3]              | passed | 0.00004 seconds |
./spec/flowline/result_spec.rb[1:1:1]                       | passed | 0.00014 seconds |
./spec/flowline/result_spec.rb[1:2:1]                       | passed | 0.0001 seconds  |
./spec/flowline/result_spec.rb[1:2:2]                       | passed | 0.0001 seconds  |
./spec/flowline/result_spec.rb[1:2:3]                       | passed | 0.00011 seconds |
./spec/flowline/result_spec.rb[1:3:1]                       | passed | 0.00012 seconds |
./spec/flowline/result_spec.rb[1:3:2]                       | passed | 0.00014 seconds |
./spec/flowline/result_spec.rb[1:4:1]                       | passed | 0.00019 seconds |
./spec/flowline/result_spec.rb[1:4:2]                       | passed | 0.00013 seconds |
./spec/flowline/result_spec.rb[1:5:1]                       | passed | 0.00014 seconds |
./spec/flowline/result_spec.rb[1:6:1]                       | passed | 0.00025 seconds |
./spec/flowline/result_spec.rb[2:1:1]                       | passed | 0.00007 seconds |
./spec/flowline/result_spec.rb[2:2:1]                       | passed | 0.00006 seconds |
./spec/flowline/result_spec.rb[2:2:2]                       | passed | 0.00007 seconds |
./spec/flowline/result_spec.rb[2:3:1]                       | passed | 0.00011 seconds |
./spec/flowline/result_spec.rb[2:3:2]                       | passed | 0.00008 seconds |
./spec/flowline/result_spec.rb[2:3:3]                       | passed | 0.00009 seconds |
./spec/flowline/result_spec.rb[2:3:4]                       | passed | 0.00006 seconds |
./spec/flowline/result_spec.rb[2:4:1]                       | passed | 0.0001 seconds  |
./spec/flowline/result_spec.rb[2:5:1]                       | passed | 0.00007 seconds |
./spec/flowline/result_spec.rb[2:5:2]                       | passed | 0.00008 seconds |
./spec/flowline/result_spec.rb[2:6:1]                       | passed | 0.00007 seconds |
./spec/flowline/result_spec.rb[2:7:1]                       | passed | 0.0001 seconds  |
./spec/flowline/result_spec.rb[2:8:1]                       | passed | 0.00016 seconds |
./spec/flowline/result_spec.rb[2:9:1]                       | passed | 0.0001 seconds  |
./spec/flowline/result_spec.rb[2:9:2]                       | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:1:1]                | passed | 0.00006 seconds |
./spec/flowline/step_extended_spec.rb[1:1:2]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:1:3]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:1:4]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:1:5]                | passed | 0.00006 seconds |
./spec/flowline/step_extended_spec.rb[1:1:6]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:2:1]                | passed | 0.00006 seconds |
./spec/flowline/step_extended_spec.rb[1:2:2]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:2:3]                | passed | 0.00006 seconds |
./spec/flowline/step_extended_spec.rb[1:2:4]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:2:5]                | passed | 0.00006 seconds |
./spec/flowline/step_extended_spec.rb[1:3:1]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:3:2]                | passed | 0.0001 seconds  |
./spec/flowline/step_extended_spec.rb[1:3:3]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:3:4]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:4:1]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:4:2]                | passed | 0.0001 seconds  |
./spec/flowline/step_extended_spec.rb[1:4:3]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:4:4]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:5:1]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:5:2]                | passed | 0.00012 seconds |
./spec/flowline/step_extended_spec.rb[1:5:3]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:6:1]                | passed | 0.00006 seconds |
./spec/flowline/step_extended_spec.rb[1:6:2]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:6:3]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:7:1]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:7:2]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:7:3]                | passed | 0.00008 seconds |
./spec/flowline/step_extended_spec.rb[1:7:4]                | passed | 0.00007 seconds |
./spec/flowline/step_extended_spec.rb[1:7:5]                | passed | 0.00009 seconds |
./spec/flowline/step_retry_spec.rb[1:1:1]                   | passed | 0.00008 seconds |
./spec/flowline/step_retry_spec.rb[1:1:2]                   | passed | 0.0001 seconds  |
./spec/flowline/step_retry_spec.rb[1:1:3]                   | passed | 0.00012 seconds |
./spec/flowline/step_retry_spec.rb[1:1:4]                   | passed | 0.00008 seconds |
./spec/flowline/step_retry_spec.rb[1:1:5]                   | passed | 0.00029 seconds |
./spec/flowline/step_retry_spec.rb[1:2:1]                   | passed | 0.201 seconds   |
./spec/flowline/step_retry_spec.rb[1:2:2]                   | passed | 0.0004 seconds  |
./spec/flowline/step_retry_spec.rb[1:3:1]                   | passed | 0.35153 seconds |
./spec/flowline/step_retry_spec.rb[1:3:2]                   | passed | 0.30161 seconds |
./spec/flowline/step_retry_spec.rb[1:4:1]                   | passed | 0.00023 seconds |
./spec/flowline/step_retry_spec.rb[1:4:2]                   | passed | 0.00036 seconds |
./spec/flowline/step_retry_spec.rb[1:5:1]                   | passed | 0.00022 seconds |
./spec/flowline/step_retry_spec.rb[1:5:2]                   | passed | 0.00027 seconds |
./spec/flowline/step_spec.rb[1:1:1]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:1:2]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:1:3]                         | passed | 0.00004 seconds |
./spec/flowline/step_spec.rb[1:1:4]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:1:5]                         | passed | 0.00004 seconds |
./spec/flowline/step_spec.rb[1:1:6]                         | passed | 0.00004 seconds |
./spec/flowline/step_spec.rb[1:1:7]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:1:8]                         | passed | 0.00048 seconds |
./spec/flowline/step_spec.rb[1:1:9]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:1:10]                        | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:1:11]                        | passed | 0.00062 seconds |
./spec/flowline/step_spec.rb[1:1:12]                        | passed | 0.00005 seconds |
./spec/flowline/step_spec.rb[1:2:1]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:2:2]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:2:3]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:2:4]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:3:1]                         | passed | 0.00003 seconds |
./spec/flowline/step_spec.rb[1:4:1]                         | passed | 0.00008 seconds |
./spec/flowline/step_spec.rb[1:5:1]                         | passed | 0.00003 seconds |
./spec/flowline/step_timeout_spec.rb[1:1:1]                 | passed | 0.05121 seconds |
./spec/flowline/step_timeout_spec.rb[1:1:2]                 | passed | 0.10134 seconds |
./spec/flowline/step_timeout_spec.rb[1:1:3]                 | passed | 0.10153 seconds |
./spec/flowline/step_timeout_spec.rb[1:1:4]                 | passed | 0.05181 seconds |
./spec/flowline/step_timeout_spec.rb[1:1:5]                 | passed | 0.10228 seconds |
./spec/flowline/step_timeout_spec.rb[1:2:1]                 | passed | 0.20195 seconds |
./spec/flowline/step_timeout_spec.rb[1:2:2]                 | passed | 0.30232 seconds |
./spec/flowline/step_timeout_spec.rb[1:2:3]                 | passed | 0.30237 seconds |
./spec/flowline/step_timeout_spec.rb[1:3:1]                 | passed | 0.10148 seconds |
./spec/flowline/step_timeout_spec.rb[1:3:2]                 | passed | 0.00069 seconds |
./spec/flowline/step_timeout_spec.rb[1:4:1]                 | passed | 0.10093 seconds |
./spec/integration/basic_pipeline_spec.rb[1:1:1]            | passed | 0.00015 seconds |
./spec/integration/basic_pipeline_spec.rb[1:2:1]            | passed | 0.00009 seconds |
./spec/integration/basic_pipeline_spec.rb[1:3:1]            | passed | 0.00029 seconds |
./spec/integration/basic_pipeline_spec.rb[1:4:1]            | passed | 0.0001 seconds  |
./spec/integration/basic_pipeline_spec.rb[1:5:1]            | passed | 0.00019 seconds |
./spec/integration/basic_pipeline_spec.rb[1:6:1]            | passed | 0.00007 seconds |
./spec/integration/basic_pipeline_spec.rb[1:6:2]            | passed | 0.00009 seconds |
./spec/integration/basic_pipeline_spec.rb[1:7:1]            | passed | 0.00008 seconds |
./spec/integration/basic_pipeline_spec.rb[1:8:1]            | passed | 0.00006 seconds |
./spec/integration/basic_pipeline_spec.rb[1:9:1]            | passed | 0.00006 seconds |
./spec/integration/basic_pipeline_spec.rb[1:10:1]           | passed | 0.01039 seconds |
./spec/integration/basic_pipeline_spec.rb[1:10:2]           | passed | 0.00029 seconds |
./spec/integration/basic_pipeline_spec.rb[1:11:1]           | passed | 0.00023 seconds |
./spec/integration/basic_pipeline_spec.rb[1:12:1]           | passed | 0.00005 seconds |
./spec/integration/dag_patterns_spec.rb[1:1:1]              | passed | 0.00056 seconds |
./spec/integration/dag_patterns_spec.rb[1:1:2]              | passed | 0.05394 seconds |
./spec/integration/dag_patterns_spec.rb[1:2:1]              | passed | 0.00275 seconds |
./spec/integration/dag_patterns_spec.rb[1:3:1]              | passed | 0.01896 seconds |
./spec/integration/dag_patterns_spec.rb[1:4:1]              | passed | 0.00372 seconds |
./spec/integration/dag_patterns_spec.rb[1:5:1]              | passed | 0.00064 seconds |
./spec/integration/dag_patterns_spec.rb[1:6:1]              | passed | 0.0021 seconds  |
./spec/integration/dag_patterns_spec.rb[1:7:1]              | passed | 0.00263 seconds |
./spec/integration/dag_patterns_spec.rb[1:8:1]              | passed | 0.0302 seconds  |
./spec/integration/dag_patterns_spec.rb[1:9:1]              | passed | 0.00103 seconds |
./spec/integration/data_transformation_spec.rb[1:1:1]       | passed | 0.00062 seconds |
./spec/integration/data_transformation_spec.rb[1:2:1]       | passed | 0.00073 seconds |
./spec/integration/data_transformation_spec.rb[1:3:1]       | passed | 0.00099 seconds |
./spec/integration/data_transformation_spec.rb[1:4:1]       | passed | 0.00102 seconds |
./spec/integration/data_transformation_spec.rb[1:5:1]       | passed | 0.00039 seconds |
./spec/integration/data_transformation_spec.rb[1:6:1]       | passed | 0.00066 seconds |
./spec/integration/data_transformation_spec.rb[1:7:1]       | passed | 0.00108 seconds |
./spec/integration/edge_cases_spec.rb[1:1:1]                | passed | 0.00071 seconds |
./spec/integration/edge_cases_spec.rb[1:1:2]                | passed | 0.00054 seconds |
./spec/integration/edge_cases_spec.rb[1:1:3]                | passed | 0.00045 seconds |
./spec/integration/edge_cases_spec.rb[1:1:4]                | passed | 0.00023 seconds |
./spec/integration/edge_cases_spec.rb[1:2:1]                | passed | 0.00028 seconds |
./spec/integration/edge_cases_spec.rb[1:2:2]                | passed | 0.0004 seconds  |
./spec/integration/edge_cases_spec.rb[1:2:3]                | passed | 0.00043 seconds |
./spec/integration/edge_cases_spec.rb[1:3:1]                | passed | 0.00027 seconds |
./spec/integration/edge_cases_spec.rb[1:3:2]                | passed | 0.00032 seconds |
./spec/integration/edge_cases_spec.rb[1:3:3]                | passed | 0.00064 seconds |
./spec/integration/edge_cases_spec.rb[1:4:1]                | passed | 0.00019 seconds |
./spec/integration/edge_cases_spec.rb[1:4:2]                | passed | 0.00065 seconds |
./spec/integration/edge_cases_spec.rb[1:4:3]                | passed | 0.00027 seconds |
./spec/integration/edge_cases_spec.rb[1:4:4]                | passed | 0.00029 seconds |
./spec/integration/edge_cases_spec.rb[1:5:1]                | passed | 0.00027 seconds |
./spec/integration/edge_cases_spec.rb[1:5:2]                | passed | 0.00056 seconds |
./spec/integration/edge_cases_spec.rb[1:5:3]                | passed | 0.00019 seconds |
./spec/integration/edge_cases_spec.rb[1:6:1]                | passed | 0.00047 seconds |
./spec/integration/edge_cases_spec.rb[1:6:2]                | passed | 0.00074 seconds |
./spec/integration/edge_cases_spec.rb[1:7:1]                | passed | 0.00011 seconds |
./spec/integration/edge_cases_spec.rb[1:7:2]                | passed | 0.00051 seconds |
./spec/integration/edge_cases_spec.rb[1:7:3]                | passed | 0.00025 seconds |
./spec/integration/error_handling_spec.rb[1:1:1]            | passed | 0.00065 seconds |
./spec/integration/error_handling_spec.rb[1:1:2]            | passed | 0.00076 seconds |
./spec/integration/error_handling_spec.rb[1:1:3]            | passed | 0.00066 seconds |
./spec/integration/error_handling_spec.rb[1:1:4]            | passed | 0.00084 seconds |
./spec/integration/error_handling_spec.rb[1:2:1]            | passed | 0.00005 seconds |
./spec/integration/error_handling_spec.rb[1:2:2]            | passed | 0.00007 seconds |
./spec/integration/error_handling_spec.rb[1:2:3]            | passed | 0.00008 seconds |
./spec/integration/error_handling_spec.rb[1:2:4]            | passed | 0.00011 seconds |
./spec/integration/error_handling_spec.rb[1:3:1]            | passed | 0.00026 seconds |
./spec/integration/error_handling_spec.rb[1:3:2]            | passed | 0.00029 seconds |
./spec/integration/error_handling_spec.rb[1:4:1]            | passed | 0.00046 seconds |
./spec/integration/error_handling_spec.rb[1:5:1]            | passed | 0.00008 seconds |
./spec/integration/error_handling_spec.rb[1:5:2]            | passed | 0.00006 seconds |
./spec/integration/error_handling_spec.rb[1:6:1]            | passed | 0.00013 seconds |
./spec/integration/error_handling_spec.rb[1:6:2]            | passed | 0.00015 seconds |
./spec/integration/error_handling_spec.rb[1:6:3]            | passed | 0.00015 seconds |
./spec/integration/error_handling_spec.rb[1:7:1]            | passed | 0.00192 seconds |
./spec/integration/error_handling_spec.rb[1:7:2]            | passed | 0.01676 seconds |
./spec/integration/parallel_edge_cases_spec.rb[1:1:1]       | passed | 0.04935 seconds |
./spec/integration/parallel_edge_cases_spec.rb[1:1:2]       | passed | 0.00971 seconds |
./spec/integration/parallel_edge_cases_spec.rb[1:2:1]       | passed | 0.00111 seconds |
./spec/integration/parallel_edge_cases_spec.rb[1:2:2]       | passed | 0.05185 seconds |
